week,monday,spot_1000_high,lots,shares,call_strike,call_expiry,call_px,call_qty,call_premium,call_mark,call_iv,prem_pct,otm_pct,gross_if_called_pct,target_hit,put_strike,put_expiry,put_qty,put_dte,cash_after,equity
37,2023-09-11,21.11,41,4100,21.5,2023-09-15,0.61,41.0,2501.0,print_1000,0.8128000000000001,2.8896257697773566,1.847465656087155,4.737091425864522,False,21.0,2023-11-17,43,67,2543.6927409772993,97237.6927409773
38,2023-09-18,19.95,42,4200,20.0,2023-09-22,0.74,42.0,3108.0,print_1000,0.8375,3.7092731829573933,0.25062656641603454,3.959899749373437,False,21.0,2023-11-17,43,60,3628.892740977299,96700.8927409773
39,2023-09-25,17.98,43,4300,18.0,2023-09-29,0.63,43.0,2709.0,print_1000,0.8984000000000001,3.503893214682981,0.11123470522802492,3.61512791991101,False,21.0,2023-11-17,43,53,3810.542740977304,96475.54274097731
40,2023-10-02,19.47,44,4400,,,,,,,,,,,,21.0,2023-11-17,44,46,2863.245498198945,98349.74549819894
41,2023-10-09,18.83,45,4500,,,,,,,,,,,,21.0,2023-11-17,45,39,692.5547830182693,100244.05478301826
42,2023-10-16,19.62,45,4500,20.0,2023-10-20,0.56,45.0,2520.0000000000005,print_1000,0.8375,2.854230377166157,1.9367991845055998,4.791029561671759,False,21.0,2023-11-17,45,32,3183.3047830182695,98908.30478301828
43,2023-10-23,16.39,46,4600,16.5,2023-10-27,0.64,46.0,2944.0,print_1000,1.0039,3.9048200122025625,0.6711409395973034,4.575960951799874,False,21.0,2023-11-17,46,25,4200.469939923608,100889.46993992361
44,2023-10-30,14.89,48,4800,15.0,2023-11-03,0.6,48.0,2880.0,print_1000,1.1289,4.029550033579583,0.738750839489577,4.76830087306917,False,21.0,2023-11-17,48,18,52548.69560576302,88404.19560576303
45,2023-11-06,18.23,41,4100,,,,,,,,,,,,21.0,2023-11-17,48,11,7522.4956057630225,88123.49560576302
46,2023-11-13,19.72,40,4000,,,,,,,,,,,,21.0,2023-11-17,48,4,279.2956057630229,92514.79560576302
47,2023-11-20,23.61,36,3600,,,,,,,,,,,,19.0,2024-01-19,36,60,522.2428492801482,92938.24284928016
48,2023-11-27,22.9,36,3600,23.0,2023-12-01,0.65,36.0,2340.0,print_1000,0.6546000000000001,2.8384279475982535,0.4366812227074357,3.275109170305683,False,19.0,2024-01-19,36,53,4754.0428492801475,94483.04284928014
49,2023-12-04,22.09,37,3700,,,,,,,,,,,,19.0,2024-01-19,37,46,4110.823410866518,97097.32341086652
50,2023-12-11,25.3,38,3800,,,,,,,,,,,,19.0,2024-01-19,38,39,84592.86463669981,96555.86463669981
51,2023-12-18,30.1,31,3100,,,,,,,,,,,,19.0,2024-01-19,38,32,298.8646366998146,97737.86463669981
52,2023-12-26,31.73,31,3100,32.0,2023-12-29,0.76,31.0,2356.0,print_1000,0.6718000000000001,2.3952095808383236,0.8509297195083532,3.246139300346674,False,19.0,2024-01-19,38,24,2634.7146366998145,101924.71463669982
