date,kind,qty,strike,spot,dte,px,otm_pct
2025-06-02,BUY_SHARES,200,,16.35,,,
2025-06-02,BUY_PUT,2,16.0,16.35,74.0,2.44,-2.140672782874631
2025-06-06,CALL_ASSIGNED,2900,16.5,19.17,,,
2025-06-09,BUY_SHARES,2400,,20.48,,,
2025-06-13,CALL_EXPIRED,24,20.5,20.03,,,
2025-06-16,BUY_SHARES,100,,21.61,,,
2025-06-20,CALL_EXPIRED,25,22.0,21.21,,,
2025-06-23,BUY_SHARES,100,,21.73,,,
2025-06-27,CALL_ASSIGNED,2600,22.0,25.09,,,
2025-06-30,BUY_SHARES,2300,,24.94,,,
2025-07-03,CALL_ASSIGNED,2300,25.0,26.45,,,
2025-07-07,BUY_SHARES,2300,,25.95,,,
2025-07-11,CALL_ASSIGNED,2300,26.0,27.25,,,
2025-07-14,BUY_SHARES,2400,,25.6,,,
2025-07-18,CALL_ASSIGNED,2400,26.0,27.35,,,
2025-07-21,BUY_SHARES,2300,,28.19,,,
2025-07-25,CALL_EXPIRED,23,29.0,25.58,,,
2025-07-28,BUY_SHARES,100,,26.96,,,
2025-08-01,CALL_EXPIRED,24,27.0,24.07,,,
2025-08-04,BUY_SHARES,100,,24.85,,,
2025-08-08,CALL_ASSIGNED,2500,25.0,25.72,,,
2025-08-11,BUY_SHARES,2400,,26.8,,,
2025-08-15,CALL_ASSIGNED,2400,27.0,27.31,,,
2025-08-15,PUT_EXPIRED,1,8.0,27.31,,,
2025-08-15,PUT_EXPIRED,1,10.0,27.31,,,
2025-08-15,PUT_EXPIRED,2,8.0,27.31,,,
2025-08-15,PUT_EXPIRED,22,17.0,27.31,,,
2025-08-15,PUT_EXPIRED,1,16.0,27.31,,,
2025-08-15,PUT_EXPIRED,2,16.0,27.31,,,
2025-08-18,BUY_SHARES,2100,,27.38,,,
2025-08-18,BUY_PUT,21,27.0,27.38,95.0,4.272330487636129,-1.3878743608473298
2025-08-22,CALL_EXPIRED,21,27.5,27.43,,,
2025-08-25,BUY_SHARES,100,,27.2,,,
2025-08-25,BUY_PUT,1,27.0,27.2,88.0,4.25,-0.7352941176470562
2025-08-29,CALL_EXPIRED,22,27.5,26.04,,,
2025-09-05,CALL_ASSIGNED,2200,25.0,26.52,,,
2025-09-08,BUY_SHARES,2100,,26.96,,,
2025-09-12,CALL_ASSIGNED,2100,27.0,29.26,,,
2025-09-15,BUY_SHARES,2000,,29.87,,,
2025-09-19,CALL_ASSIGNED,2000,30.0,32.97,,,
2025-09-22,BUY_SHARES,1800,,34.2,,,
2025-09-26,CALL_EXPIRED,18,50.0,33.99,,,
2025-09-29,BUY_SHARES,100,,35.38,,,
2025-10-03,CALL_ASSIGNED,1900,36.0,38.23,,,
2025-10-06,BUY_SHARES,1600,,42.71,,,
2025-10-10,CALL_EXPIRED,16,43.0,34.21,,,
2025-10-13,BUY_SHARES,100,,38.81,,,
2025-10-17,CALL_ASSIGNED,1700,39.0,40.18,,,
2025-10-20,BUY_SHARES,1700,,42.4,,,
2025-10-24,CALL_ASSIGNED,1700,43.0,43.16,,,
2025-10-27,BUY_SHARES,1600,,45.79,,,
2025-10-31,CALL_ASSIGNED,1600,46.0,47.71,,,
2025-11-03,BUY_SHARES,1600,,49.11,,,
2025-11-07,CALL_EXPIRED,16,50.0,41.73,,,
2025-11-10,BUY_SHARES,100,,44.92,,,
2025-11-14,CALL_EXPIRED,17,45.0,38.86,,,
2025-11-21,CALL_EXPIRED,17,41.0,31.7,,,
2025-11-21,PUT_EXPIRED,21,27.0,31.7,,,
2025-11-21,PUT_EXPIRED,1,27.0,31.7,,,
2025-11-24,SELL_SHARES,200,,34.82,,,
2025-11-24,BUY_PUT,15,34.0,34.82,88.0,6.444782228163229,-2.3549684089603673
2025-11-28,CALL_ASSIGNED,1500,35.0,41.3,,,
2025-12-01,BUY_SHARES,1400,,40.92,,,
2025-12-05,CALL_ASSIGNED,1400,41.0,46.51,,,
2025-12-08,BUY_SHARES,1200,,47.97,,,
2025-12-12,CALL_EXPIRED,12,48.0,41.7,,,
2025-12-15,BUY_SHARES,100,,42.33,,,
2025-12-19,CALL_EXPIRED,13,42.5,41.79,,,
2025-12-26,CALL_ASSIGNED,1300,44.0,44.19,,,
2025-12-29,BUY_SHARES,1400,,43.27,,,
