date,kind,qty,strike,spot,dte,px,otm_pct
2023-11-17,PUT_EXPIRED,38,21.0,23.15,,,
2023-11-17,PUT_EXPIRED,1,21.0,23.15,,,
2023-11-20,BUY_SHARES,2800,,23.61,,,
2023-11-20,BUY_PUT,23,23.0,23.61,88.0,2.960936373058992,-2.583650995340958
2023-11-24,CALL_EXPIRED,28,24.0,23.09,,,
2023-11-27,BUY_SHARES,100,,22.9,,,
2023-11-27,BUY_PUT,1,22.0,22.9,81.0,2.4878378243813355,-3.9301310043668103
2023-12-01,CALL_ASSIGNED,2900,23.0,23.09,,,
2023-12-04,BUY_SHARES,3100,,22.09,,,
2023-12-04,BUY_PUT,2,22.0,22.09,74.0,2.762694384136335,-0.4074241738343143
2023-12-08,CALL_ASSIGNED,3100,22.5,23.72,,,
2023-12-11,BUY_SHARES,2800,,25.3,,,
2023-12-15,CALL_ASSIGNED,2800,26.0,30.57,,,
2023-12-18,BUY_SHARES,2500,,30.1,,,
2023-12-22,CALL_EXPIRED,25,31.0,30.53,,,
2023-12-29,CALL_EXPIRED,25,32.0,31.4,,,
2023-12-29,EOY_SELL_PUT,1,17.0,31.4,,0.0,
2023-12-29,EOY_SELL_PUT,1,19.0,31.4,,0.0,
2023-12-29,EOY_SELL_PUT,1,16.0,31.4,,0.0,
2023-12-29,EOY_SELL_PUT,2,14.0,31.4,,0.0,
2023-12-29,EOY_SELL_PUT,23,23.0,31.4,,0.0,
2023-12-29,EOY_SELL_PUT,1,22.0,31.4,,0.0,
2023-12-29,EOY_SELL_PUT,2,22.0,31.4,,0.0,
2023-12-29,EOY_SELL_SHARES,2500,,31.4,,,
