entry_date,exit_date,entry,exit,tdays,ret
2026-05-08,2026-05-08,169.32,171.01319999999998,0,0.010000000000000009
2026-05-08,2026-05-08,170.04,171.7404,0,0.010000000000000009
2026-05-08,2026-05-08,171.93,173.6493,0,0.010000000000000009
2026-05-08,2026-05-08,173.19,174.9219,0,0.010000000000000009
2026-05-08,2026-05-08,175.68,177.4368,0,0.010000000000000009
2026-05-08,2026-05-11,177.44,181.0,1,0.020063119927862916
2026-05-11,2026-05-11,187.59,189.4659,0,0.010000000000000009
2026-05-11,2026-05-22,189.7,191.59699999999998,9,0.010000000000000009
2026-05-22,2026-05-22,191.86,193.7786,0,0.010000000000000009
2026-05-22,2026-05-26,194.53,211.38,1,0.08661903048372999
2026-05-26,2026-05-26,211.0,213.11,0,0.010000000000000009
2026-05-26,2026-05-26,214.55,216.6955,0,0.010000000000000009
2026-05-26,2026-05-26,216.03,218.1903,0,0.010000000000000009
2026-05-26,2026-05-26,218.05,220.2305,0,0.010000000000000009
2026-05-26,2026-05-26,221.0,223.21,0,0.010000000000000009
2026-05-26,2026-05-26,223.21,225.4421,0,0.010000000000000009
2026-05-26,2026-05-26,225.79,228.0479,0,0.010000000000000009
2026-05-26,2026-05-27,227.95,242.55,1,0.06404913358192599
2026-05-27,2026-05-29,233.8,236.138,2,0.010000000000000009
2026-05-29,2026-06-02,237.01,243.18,2,0.026032656849922065
2026-06-02,2026-06-02,245.4,247.854,0,0.010000000000000009
2026-06-02,2026-06-02,249.0,251.49,0,0.010000000000000009
2026-06-02,2026-06-02,251.82,254.3382,0,0.010000000000000009
2026-06-02,2026-06-02,253.87,256.4087,0,0.010000000000000009
2026-06-02,2026-06-02,256.81,259.3781,0,0.010000000000000009
2026-06-02,2026-06-02,259.4,261.99399999999997,0,0.010000000000000009
2026-06-02,2026-06-02,262.24,264.86240000000004,0,0.010000000000000009
2026-06-02,2026-06-03,265.03,281.47,1,0.06203071350413181
2026-06-03,2026-06-03,277.78,280.5578,0,0.010000000000000009
2026-06-03,2026-06-18,282.77,285.5977,11,0.010000000000000009
2026-06-18,2026-06-22,285.54,299.26,1,0.048049310079148144
2026-06-22,2026-06-22,296.99,299.9599,0,0.010000000000000009
