date,equity,cash,shares,spot,call_K,put_K,call_val,put_val
2025-01-23,59763.934885030045,2431.434953933024,1700,34.87,34.0,,1946.5000689029694,0.0
2025-01-24,58072.434953933014,2431.434953933024,1700,32.73,,,0.0,0.0
2025-01-27,45022.469960944916,2564.9699596783157,1700,25.05,34.0,,127.4999987334013,0.0
2025-01-28,45617.469961008246,2564.9699596783157,1700,25.36,34.0,,59.49999867007136,0.0
2025-01-29,46144.46996062827,2564.9699596783157,1700,25.66,34.0,,42.499999050050974,0.0
2025-01-30,48813.46996024829,2564.9699596783157,1700,27.22,34.0,,25.499999430030584,0.0
2025-01-31,48413.96995967832,2564.9699596783157,1700,26.97,,,0.0,0.0
2025-02-03,45991.81996235382,154.8199609456595,1800,25.5,34.0,,62.99999859184027,0.0
2025-02-04,47395.819961951485,154.8199609456595,1800,26.27,34.0,,44.99999899417162,0.0
2025-02-05,49933.81995846461,154.8199609456595,1800,27.76,34.0,,189.00000248104334,0.0
2025-02-06,49924.81996094566,154.8199609456595,1800,27.65,34.0,,2.569958502817281e-13,0.0
2025-02-07,47548.81996094566,154.8199609456595,1800,26.33,,,0.0,0.0
2025-02-10,49363.129961168954,160.12996056545637,1800,27.35,34.0,,26.99999939650297,0.0
2025-02-11,49498.12945578084,160.12996056545637,1800,27.41,34.0,,0.0005047846107001486,0.0
2025-02-12,49660.129958841884,160.12996056545637,1800,27.5,34.0,,1.7235703926792896e-06,0.0
2025-02-13,51442.129960563936,160.12996056545637,1800,28.49,34.0,,1.5242793790258624e-09,0.0
2025-02-14,51532.12996056546,160.12996056545637,1800,28.54,,,0.0,0.0
2025-02-18,54100.45996043068,199.45995942484697,1800,29.97,34.0,,44.99999899417162,0.0
2025-02-19,56665.45995593798,199.45995942484697,1800,31.45,34.0,,144.00000348687172,0.0
2025-02-20,57160.45996043068,199.45995942484697,1800,31.67,34.0,,44.99999899417162,0.0
2025-02-21,51949.45995942485,199.45995942484697,1800,28.75,,,0.0,0.0
2025-02-24,48288.79995890986,255.79995790403444,1800,26.71,34.0,,44.99999899417162,0.0
2025-02-25,45300.79995850753,255.79995790403444,1800,25.04,34.0,,26.99999939650297,0.0
2025-02-26,47658.79995850753,255.79995790403444,1800,26.35,34.0,,26.99999939650297,0.0
2025-02-27,39387.79995790403,255.79995790403444,1800,21.74,34.0,,7.324782043527532e-64,0.0
2025-02-28,41169.79995790403,255.79995790403444,1800,22.73,,,0.0,0.0
2025-03-03,37196.11995714363,278.1199571436282,1800,20.51,34.0,,6.315275254077898e-20,0.0
2025-03-04,37376.11995794829,278.1199571436282,1800,20.63,34.0,,35.999999195337296,0.0
2025-03-05,39779.11995774713,278.1199571436282,1800,21.96,34.0,,26.99999939650297,0.0
2025-03-06,34892.11995714363,278.1199571436282,1800,19.23,34.0,,1.1974006743020551e-103,0.0
2025-03-07,37880.11995714363,278.1199571436282,1800,20.89,,,0.0,0.0
2025-03-10,32485.142551060613,283.4299567634251,1800,17.99,34.0,,180.2874057028078,0.0
2025-03-11,31477.429956763423,283.4299567634251,1800,17.33,34.0,,3.9680047558031484e-48,0.0
2025-03-12,32976.20467512478,283.4299567634251,1800,18.39,34.0,,409.22528163863626,0.0
2025-03-13,32899.42995676342,283.4299567634251,1800,18.12,34.0,,2.392848453407961e-126,0.0
2025-03-14,35905.42995676342,283.4299567634251,1800,19.79,,,0.0,0.0
2025-03-17,37638.73995638322,288.73995638322197,1800,20.75,34.0,,5.535060933225695e-19,0.0
2025-03-18,36144.73995638322,288.73995638322197,1800,19.92,34.0,,4.039047254339347e-30,0.0
2025-03-19,37008.73995638322,288.73995638322197,1800,20.4,34.0,,1.6991194927115935e-41,0.0
2025-03-20,36092.87609012926,288.73995638322197,1800,19.9,34.0,,15.86386625395787,0.0
2025-03-21,34920.73995638322,288.73995638322197,1800,19.24,,,0.0,0.0
2025-03-24,38005.039956383225,277.039956383222,1800,20.96,34.0,,3.484514050424924e-18,0.0
2025-03-25,37124.07363001694,277.039956383222,1800,20.55,34.0,,142.96632636629073,0.0
2025-03-26,34045.393589655,277.039956383222,1800,18.78,34.0,,35.64636672822355,0.0
2025-03-27,32137.03995638322,277.039956383222,1800,17.7,34.0,,6.473189440238213e-136,0.0
2025-03-28,29095.039956383225,277.039956383222,1800,16.01,,,0.0,0.0
2025-03-31,28939.33995638322,265.339956383222,1800,15.93,34.0,,1.284897031184389e-45,0.0
2025-04-01,28975.33995638322,265.339956383222,1800,15.95,34.0,,8.697704556594413e-61,0.0
2025-04-02,29515.33995638322,265.339956383222,1800,16.25,34.0,,7.012839872137129e-87,0.0
2025-04-03,19670.062531134583,265.339956383222,1800,11.41,34.0,,1133.277425248638,0.0
2025-04-04,15961.339956383224,265.339956383222,1800,8.72,,,0.0,0.0
