tenor,short_rule,short_param,width,trades,win_rate,breach_rate,maxloss_rate,avg_credit_pct_width,mean_ror,median_ror,total_ror,mean_pnl_share,worst_ror,best_ror,frac10_end,frac10_cagr,frac10_maxdd,full_risk_ruined,full_risk_ruin_trade
two_week,delta,0.3,3,111,0.7027027027027027,0.35135135135135137,0.15315315315315314,0.13525461175461176,-0.11320814432663921,0.12612612612612611,-12.566104020256953,-0.4636576576576577,-1.0,0.254180602006689,26335.399999999943,-0.25828965203895315,-0.755999933039576,True,5
two_week,delta,0.15,1,102,0.7941176470588235,0.21568627450980393,0.14705882352941177,0.06749411764705884,-0.1147844732792977,0.06837606837606838,-11.708016274488365,-0.17211764705882343,-1.0,0.16009280742459397,28773.2,-0.2477839942973462,-0.7201963932009315,True,5
monthly,delta,0.2,2,44,0.75,0.25,0.11363636363636363,0.07838409090909092,-0.11523665531264031,0.09170435787880413,-5.070412833756174,-0.37736363636363635,-1.0,0.14547537227949592,58374.799999999974,-0.11848406698004044,-0.4538735583148097,True,11
monthly,otm_step,3.0,3,47,0.6170212765957447,0.44680851063829785,0.23404255319148937,0.22294964539007087,-0.11809574112823093,0.1885895404120444,-5.550499833026854,-0.4375319148936171,-1.0,0.5957446808510631,53402.4,-0.13265171570240142,-0.5604363870803097,True,15
two_week,delta,0.2,2,110,0.7545454545454545,0.2545454545454545,0.12727272727272726,0.08774545454545456,-0.12007440350820742,0.08932591136114715,-13.208184385902817,-0.3299272727272728,-1.0,0.17096018735362997,25344.39999999998,-0.2636667304916891,-0.7570841729964348,True,5
two_week,delta,0.3,2,110,0.7,0.34545454545454546,0.2,0.15349616161616159,-0.12353942884084537,0.16414593158779206,-13.589337172492991,-0.3133272727272727,-1.0,0.2870012870012871,23227.600000000002,-0.27885680262948076,-0.7823262871081683,True,5
two_week,delta,0.4,3,112,0.6339285714285714,0.41964285714285715,0.20535714285714285,0.2136660714285714,-0.12424592493309618,0.2000069120398133,-13.915543592506772,-0.4199285714285714,-1.0,0.48514851485148514,22059.799999999992,-0.2871394484606702,-0.80865622033122,True,5
monthly,delta,0.4,5,47,0.6382978723404256,0.3829787234042553,0.19148936170212766,0.17074070921985815,-0.1253476595962444,0.17370892018779344,-5.891340001023487,-0.8142978723404256,-1.0,0.31027253668763105,54052.40000000001,-0.12989198010388503,-0.5356491659460079,True,11
two_week,otm_step,2.0,2,111,0.6306306306306306,0.40540540540540543,0.26126126126126126,0.22870270270270274,-0.1254457648702401,0.1947431302270012,-13.92447990059665,-0.16270270270270268,-1.0,0.6583747927031509,20277.000000000004,-0.29939702176921656,-0.8474178592119812,True,5
two_week,otm_step,1.0,2,112,0.5714285714285714,0.48214285714285715,0.3392857142857143,0.30977678571428574,-0.1285305744700853,0.28058474737273653,-14.395424340649555,-0.2035357142857143,-1.0,0.7857142857142856,18748.000000000036,-0.3115385846056954,-0.8649459414555498,True,5
monthly,otm_step,1.0,5,47,0.5531914893617021,0.48936170212765956,0.23404255319148937,0.2697684903748734,-0.13137136998610852,0.15420129270544786,-6.1744543893471,-0.6731063829787234,-1.0,0.6129032258064513,49734.8,-0.14653963830074368,-0.6169004549222077,True,15
two_week,delta,0.2,1,105,0.7619047619047619,0.24761904761904763,0.19047619047619047,0.10152000000000001,-0.1331476994101528,0.11111111111111108,-13.980508438066046,-0.18232380952380947,-1.0,0.20772946859903388,22571.200000000066,-0.28553639833968525,-0.7815388504808294,True,5
two_week,delta,0.3,1,108,0.6851851851851852,0.3333333333333333,0.25,0.1687666666666667,-0.1337415475968742,0.1723345537707118,-14.444087140462413,-0.18325925925925926,-1.0,0.4534883720930229,20660.599999999926,-0.2960106472929215,-0.806958311347629,True,5
monthly,delta,0.3,3,47,0.7021276595744681,0.3191489361702128,0.19148936170212766,0.12907740628166164,-0.13468585324194107,0.13293051359516622,-6.33023510237123,-0.5503829787234044,-1.0,0.25944584382871533,50597.19999999999,-0.1424681153467383,-0.543515024193563,True,11
two_week,delta,0.4,2,112,0.625,0.4107142857142857,0.2767857142857143,0.23716071428571425,-0.13612378531093877,0.2062743728537337,-15.245863954825143,-0.1712321428571427,-1.0,0.515151515151515,18234.800000000017,-0.31578631978080207,-0.8488029222012706,True,5
two_week,otm_step,3.0,1,108,0.6851851851851852,0.3333333333333333,0.25925925925925924,0.17433333333333328,-0.1370191395721448,0.13122171945701358,-14.798067073791637,-0.15125925925925932,-1.0,0.8936170212765961,19482.80000000001,-0.30732142634829984,-0.8285802420172214,True,5
monthly,otm_step,3.0,2,47,0.5957446808510638,0.425531914893617,0.2765957446808511,0.20647659574468089,-0.14882707133005935,0.14285714285714285,-6.994872352512789,-0.3985957446808511,-1.0,0.5060240963855424,45935.600000000006,-0.1617876058058425,-0.6274223966896226,True,9
monthly,delta,0.4,3,47,0.6170212765957447,0.3829787234042553,0.2553191489361702,0.19026466795615732,-0.15487602608987225,0.17279124315871783,-7.279173226223996,-0.5475319148936171,-1.0,0.5873015873015875,44860.999999999985,-0.16646547916438104,-0.613527453952986,True,9
monthly,delta,0.4,2,47,0.6382978723404256,0.3829787234042553,0.2765957446808511,0.21338426207362385,-0.15518154349918473,0.1870845204178538,-7.293532544461682,-0.3108936170212765,-1.0,0.42857142857142866,44498.19999999999,-0.16677334037528357,-0.6148557211858761,True,9
two_week,otm_step,2.0,1,111,0.6216216216216216,0.3963963963963964,0.3333333333333333,0.2330090090090091,-0.15586977660763535,0.21654501216545016,-17.301545203447525,-0.14603603603603602,-1.0,0.6949152542372873,14432.200000000003,-0.35055336100247547,-0.8784884186067544,True,5
