structure,tenor,rule,param,width,trades,win_rate,mean_ror,median_ror,total_ror,worst_ror,net_pct_width,frac10_end,frac10_maxdd,full_ruin_trade
bull_put,weekly,otm_step,2.0,1,205,0.7073170731707317,-0.08734946137843089,0.16279069767441862,-17.906639582578332,-1.0,0.19076097560975608,13048.40000000004,-0.8695159999999996,1.0
bull_put,weekly,delta,0.3,1,206,0.6941747572815534,-0.08757892757530504,0.2135922330097087,-18.041259080512837,-1.0,0.20960194174757288,12543.800000000063,-0.8745619999999994,1.0
bull_put,weekly,otm_step,1.0,1,208,0.6057692307692307,-0.08970777138286186,0.2594458438287154,-18.659216447635266,-1.0,0.2907019230769231,10468.000000000047,-0.8971999999999996,1.0
long_put,monthly,delta,0.4,1,47,0.3404255319148936,-0.09119577849957433,-1.0,-4.286201589479994,-1.0,,44614.40000000007,-0.7659512122109657,6.0
bull_call,weekly,delta,0.5,1,211,0.4312796208530806,-0.09157035535519666,-1.0,-19.321344979946495,-1.0,-0.5047772511848341,5226.200000000028,-0.9481379999999997,1.0
bull_call,two_week,delta,0.7,1,113,0.5221238938053098,-0.09219317859961527,0.028806584362140036,-10.417829181756526,-1.0,-0.8313716814159293,27822.200000000128,-0.7217779999999987,1.0
bull_put,monthly,delta,0.3,3,47,0.6595744680851063,-0.09349731755818796,0.2285012285012286,-4.394373925234834,-1.0,0.2316085106382979,60687.399999999965,-0.4532600000000001,1.0
bull_put,monthly,otm_step,1.0,3,47,0.5957446808510638,-0.09637671455666041,0.2942191544434858,-4.52970558416304,-1.0,0.33290780141843973,57037.0,-0.5377379999999999,1.0
bull_put,monthly,delta,0.2,1,47,0.723404255319149,-0.09665520926530405,0.15366866635902168,-4.54279483546929,-1.0,0.15801134751773055,60317.40000000005,-0.4287679999999996,1.0
long_put,monthly,delta,0.3,1,47,0.2978723404255319,-0.10020554844040618,-1.0,-4.70966077669909,-1.0,,37456.99999999997,-0.8014908983759745,3.0
bull_call,weekly,delta,0.6,1,211,0.4881516587677725,-0.10488700251783116,-0.16095890410958846,-22.131157531262375,-1.0,-0.6175734597156398,5657.800000000019,-0.9434219999999998,1.0
long_put,two_week,delta,0.3,1,113,0.20353982300884957,-0.10634152811034665,-1.0,-12.016592676469172,-1.0,,5001.599999999947,-0.9717404250462465,5.0
bull_put,monthly,delta,0.3,1,47,0.6595744680851063,-0.11211503187762956,0.15740740740740786,-5.269406498248589,-1.0,0.23276595744680853,53573.59999999999,-0.5460240000000002,1.0
bull_call,monthly,delta,0.7,2,47,0.5106382978723404,-0.11217248216818855,0.0752688172043014,-5.2721066619048615,-1.0,-0.7637624113475175,51873.400000000016,-0.49192599999999986,1.0
bull_call,weekly,otm_step,0.0,1,211,0.47393364928909953,-0.1145686233325281,-0.13043478260869593,-24.17397952316343,-1.0,-0.6028815165876777,4391.00000000004,-0.9560899999999996,1.0
bull_put,monthly,otm_step,2.0,2,47,0.6170212765957447,-0.1175517390128101,0.23609394313967866,-5.524931733602075,-1.0,0.2785744680851064,52536.60000000004,-0.5365879999999996,1.0
bull_call,two_week,delta,0.5,1,113,0.39823008849557523,-0.12216174905069048,-1.0,-13.804277642728024,-1.0,-0.5462654867256638,14353.199999999964,-0.8564680000000003,1.0
bull_put,monthly,otm_step,1.0,2,47,0.5531914893617021,-0.13280245863017331,0.2738853503184711,-6.241715555618146,-1.0,0.32453191489361705,47206.6,-0.585892,1.0
long_put,two_week,delta,0.4,1,113,0.23893805309734514,-0.13355026953102897,-1.0,-15.091180457006272,-1.0,,7700.9999999999,-0.9604579301336148,5.0
bull_put,monthly,delta,0.3,2,47,0.6595744680851063,-0.13690541108963988,0.13765642775881684,-6.434554321213074,-1.0,0.22625531914893618,48489.39999999998,-0.5252180000000002,1.0
bull_put,monthly,otm_step,2.0,1,47,0.6170212765957447,-0.1372341536457365,0.23456790123456783,-6.450005221349615,-1.0,0.25963829787234044,47279.20000000004,-0.5616579999999995,1.0
bull_call,monthly,otm_step,1.0,1,47,0.425531914893617,-0.138133145980441,-1.0,-6.492257861080727,-1.0,-0.6754468085106383,41525.00000000003,-0.5847499999999997,1.0
bull_call,weekly,delta,0.7,1,211,0.5308056872037915,-0.14498755107116046,0.07296137339055775,-30.592373276014854,-1.0,-0.7820663507109006,4581.80000000003,-0.9541819999999996,1.0
bull_put,monthly,otm_step,3.0,1,47,0.6382978723404256,-0.15274897950698074,0.16009280742459397,-7.179202036828094,-1.0,0.21612765957446803,44795.600000000006,-0.553764,1.0
bull_put,monthly,otm_step,1.0,1,47,0.5531914893617021,-0.1694359418793809,0.1904761904761907,-7.963489268330903,-1.0,0.32072340425531914,39522.8,-0.61658,1.0
bull_call,monthly,otm_step,0.0,1,47,0.425531914893617,-0.17172748804118484,-0.2907801418439713,-8.071191937935687,-1.0,-0.7224680851063827,37949.8,-0.620502,1.0
bull_call,monthly,delta,0.6,1,47,0.425531914893617,-0.18301333959476113,-0.39759036144578197,-8.601626960953773,-1.0,-0.773063829787234,35957.00000000002,-0.6404299999999998,1.0
bull_call,monthly,delta,0.7,1,47,0.3829787234042553,-0.27798465150410534,-0.3827160493827164,-13.06527862069295,-1.0,-1.1049361702127662,24608.20000000001,-0.7539179999999999,1.0
